Closing Price,Percent Change,Volume,PEG Ratio,Short Ratio,Pct Change From Year High,Pct Change From Year Low,Pct Change from 50 day mAvg,Ratio of price to 1 yr target price
50.54,-0.67,751063,0.86,6.11,-44.41,7.33,-9.54,0.7624076029567053
2.5964,2.6204,2678,0.0000,7.9000,-5.5855,116.3667,11.7015,0.6491
10.94,2.34,1312732,-0.48,28.41,-17.62,40.26,16.80,0.8634569850039463
82.87,-1.29,958971,2.65,7.25,-5.18,10.64,-0.30,0.952528735632184
23.56,-2.20,22499,0.59,15.22,-17.90,39.74,-0.11,0.9816666666666666
2.91,-0.34,1260311,0.00,1.02,-30.88,162.16,50.11,0.36375
1.19,1.71,13859,-0.06,3.89,-65.80,47.10,-4.42,0.22666666666666666
6.07,-0.49,31493,1.82,6.20,-8.45,48.59,1.99,0.8887262079062958
1.88,-3.09,39866,0.00,0.85,-73.85,27.89,-2.98,0.25066666666666665
23.90,-0.21,4232,27.22,14.44,-8.08,115.90,1.83,0.9192307692307692
88.97,-2.08,911111,3.30,2.39,-29.70,31.73,0.52,0.8744839787694123
12.85,2.80,100012,0.42,3.62,-39.95,19.87,-2.12,0.6119047619047618
3.5401,-1.1145,20665,0.0000,5.6800,-8.5245,162.2296,7.8720,0.885025
8.60,-1.15,233733,-0.10,18.68,-11.98,50.35,-0.78,1.0082063305978899
1.1599,-6.4597,944476,-0.0300,0.5800,-69.3958,131.9800,38.4907,0.17844615384615384
18.10,1.12,46555,-18.30,29.16,-34.42,29.01,7.10,0.8829268292682928
5.00,-1.96,38059,0.00,0.47,-38.95,31.23,-3.05,0.2631578947368421
22.105,-2.017,32023,5.570,2.790,-6.926,116.716,1.581,0.9022448979591837
27.55,0.36,486714,1.60,7.14,-5.16,29.04,-0.05,0.9853361945636624
17.88,-1.87,341493,1.13,10.65,-24.72,1.36,-6.91,0.8445914029286725
21.60,-6.09,4313459,-0.56,7.23,-53.83,2.52,-28.89,0.6476761619190405
28.14,-2.60,78725,0.00,28.97,-32.36,155.12,16.78,0.6991304347826087
2.14,-2.28,105556,0.00,4.44,-75.26,17.58,-7.29,0.2053742802303263
95.45,0.56,3186103,1.03,3.37,-2.17,67.13,4.58,1.022715096967749
6.12,-0.16,107879,1.50,2.61,-41.10,15.04,-8.94,0.8160000000000001
12.85,1.98,41030,0.00,0.42,-13.15,99.53,-1.55,0.8290322580645161
3.21,-4.18,92363,3.78,1.87,-28.51,33.69,-5.59,0.7552941176470588
48.27,-1.17,10776,0.00,8.47,-2.97,53.76,-0.53,0.9282692307692308
23.05,0.00,8486,0.00,0.98,-1.28,34.32,3.33,0.9604166666666667
1.60,-8.57,438554,-0.10,4.54,-81.98,28.00,1.55,0.49230769230769234
1.18,1.72,120197,-0.55,0.70,-38.86,12.38,-2.79,0.3543543543543543
6.15,4.24,206569,-0.01,4.42,-47.66,26.80,7.64,0.31538461538461543
5.61,-4.43,498914,0.00,7.00,-32.41,130.86,10.69,0.36193548387096774
2.35,0.00,66042,-0.11,7.50,-61.35,20.51,-0.75,0.29375
25.88,1.05,8897,0.00,1.61,-31.34,230.14,20.31,0.647
8.99,-0.22,13544,0.00,3.71,-12.53,46.18,3.59,0.7651063829787235
14.95,3.17,415085,0.00,11.26,-27.25,81.43,-0.79,0.5578358208955223
44.05,-0.34,153084,1.76,4.56,-17.34,10.68,1.04,0.8637254901960784
3.56,-1.39,48032,0.91,0.83,-10.78,97.78,0.02,0.8376470588235294
5.11,-0.39,126771,1.26,6.12,-37.68,7.76,-12.09,0.7959501557632399
7.65,0.13,499813,0.64,14.92,-29.17,22.20,-19.16,0.6954545454545454
3.71,0.00,16802,0.00,1.32,-46.31,25.55,7.63,0.53
22.88,0.04,266393,1.14,2.42,-11.39,66.28,-3.25,0.9658083579569438
5.125,-3.484,82751,0.280,4.460,-15.239,54.834,2.193,1.025
12.60,0.24,272360,1.37,5.60,-11.58,31.39,1.04,0.9110629067245118
56.99,-0.21,510715,2.33,10.17,-4.43,60.08,2.34,0.9191935483870968
37.445,-0.412,179142,0.950,4.670,-15.645,26.760,0.148,0.7342156862745098
37.90,0.66,236461,-12.62,26.49,-2.60,83.09,8.12,0.8855140186915889
13.43,-0.30,6649496,0.34,4.74,-2.68,67.46,8.02,0.9795769511305615
3.75,0.00,148013,3.08,7.01,-19.35,50.00,11.76,0.7035647279549718
10.25,0.20,445607,0.00,8.67,-7.41,46.43,3.27,0.640625
8.80,6.02,559371,0.00,20.52,-44.44,155.07,-12.00,0.5176470588235295
7.50,0.67,52956,2.88,4.60,-8.20,56.90,11.52,0.8333333333333334
11.93,-1.65,1845251,1.39,9.13,-21.36,21.73,0.42,0.8377808988764045
24.95,-0.99,222170,1.93,2.44,-7.08,73.87,-1.75,0.9125822970007315
6.03,-5.63,345,0.00,1.66,-20.66,30.80,1.96,0.8614285714285714
14.55,-0.68,19032,1.46,4.01,-24.81,20.95,-2.84,0.7657894736842106
27.97,-0.57,19225,0.00,8.47,-13.41,14.77,-1.27,1.0757692307692308
1.19,0.85,62244,0.00,0.94,-61.49,7.21,-7.05,0.15951742627345844
20.62,-4.58,346600,0.00,3.00,-13.18,251.88,3.09,0.6731962128632061
22.45,-0.88,303171,0.76,20.86,-3.23,100.63,13.87,1.047596826878208
14.38,-1.78,894660,1.97,9.13,-28.03,28.16,10.93,0.7281012658227849
41.15,-0.22,1485383,2.45,1.83,-0.75,26.07,2.78,0.9144444444444444
64.30,-1.23,41897,1.72,10.91,-7.34,28.55,-0.29,0.9056338028169014
38.14,-0.75,98081,0.00,3.05,-3.83,62.30,12.50,0.9336597307221542
16.15,-3.98,592698,-2.20,3.92,-25.20,67.71,-15.69,0.7511627906976743
7.05,-1.40,68927,0.00,6.49,-55.69,6.02,-24.43,0.5626496408619314
2.1664,-3.7156,58003,-0.7900,0.6800,-22.6286,58.1314,-11.1596,0.5097411764705883
33.50,-1.62,233743,1.82,7.42,-6.82,54.88,-0.68,0.9852941176470589
1.07,-4.46,347920,-0.08,8.53,-77.94,37.18,-6.79,0.3566666666666667
73.735,-0.720,128363,4.730,9.350,-3.878,83.603,1.429,0.9997966101694915
7.69,-1.91,48714,4.42,2.45,-13.30,83.97,4.23,0.6990909090909091
5.05,-0.98,10824,0.00,1.20,-23.72,32.89,-11.50,3.435374149659864
27.70,-0.54,243230,13.82,3.76,-7.05,63.61,-0.84,0.991765127103473
97.21,-0.55,523634,3.90,2.25,-2.13,27.67,6.41,1.0126041666666665
173.58,-0.12,787365,75.09,2.54,-13.64,11.79,-2.54,0.8874686844930723
15.50,-9.04,1035538,0.00,3.68,-28.70,1837.50,11.30,3.229166666666667
23.26,-4.12,129088,-1.21,17.21,-12.39,140.79,2.61,0.8551470588235295
10.85,0.00,52775,0.00,6.92,-11.43,55.89,-1.39,0.868
0.8874,-0.7383,70079,0.0000,0.1400,-73.7456,34.4545,-19.1936,0.19291304347826088
137.51,-0.87,2820,0.00,4.15,-21.02,67.43,4.71,3.5258974358974355
1.30,-2.26,23561,2.25,2.98,-50.00,11.11,-10.64,0.43333333333333335
2.87,-4.01,14934,-0.02,6.63,-55.68,14.17,-3.00,0.15944444444444444
1.42,-6.58,1263727,0.00,5.54,-87.82,9.23,-7.94,1.42
9.675,-1.777,73274,1.100,3.860,-15.132,43.546,-2.331,0.7523328149300157
13.10,-0.76,8243,2.27,5.82,-4.03,87.14,6.35,1.0396825396825398
1.91,-4.02,121194,-6.93,4.51,-68.59,1.93,-14.64,0.34727272727272723
21.30,0.47,498777,1.61,2.46,-5.12,81.45,5.56,0.986111111111111
1.76,3.53,300100,850.00,0.31,-22.81,55.75,8.66,0.704
12.445,1.426,290961,1.940,11.650,-18.766,47.628,-9.248,0.7054988662131519
48.30,0.75,540062,1.77,7.49,-25.26,55.16,-14.21,0.957763236168947
33.10,-2.22,149036,1.09,5.96,-23.91,25.62,3.87,0.927950658816933
34.80,-1.42,270651,2.69,13.87,-2.93,40.78,2.36,1.0235294117647058
12.07,0.25,360133,-0.08,31.88,-28.15,67.64,15.57,0.32333244039646397
28.40,-1.73,237396,1.36,10.44,-5.80,87.09,5.70,0.9607577807848444
27.50,-0.72,44673,4.01,3.92,-12.70,46.20,-2.79,0.88
102.97,-1.03,616469,1.52,3.75,-1.65,54.17,6.25,0.9541326908821349
63.82,0.11,257335,1.64,2.71,-0.98,49.92,2.66,1.0400912646675358
0.3265,1.1462,67664,-0.2000,6.9600,-91.3852,71.8421,-41.9404,0.3265
2.675,-0.926,46930,0.000,5.800,-51.186,13.830,1.439,0.3624661246612466
57.50,-3.81,120036,39.74,2.89,-5.61,103.76,4.60,1.050996161579236
17.10,-0.87,210980,2.13,4.21,-4.34,58.85,1.78,1.0363636363636364
4.50,-5.26,260634,1.02,0.00,-51.35,38.46,-2.95,0.7880910683012259
15.90,-0.31,809453,0.28,1.38,-11.52,10.80,-4.56,0.8443972384492832
17.10,0.77,171880,1.46,3.26,-1.04,70.83,20.03,0.9771428571428572
56.895,0.203,1153500,2.450,1.380,-0.949,51.680,0.551,1.0658486324466092
3.70,-5.85,640780,0.00,0.13,-46.99,637.05,8.24,0.24666666666666667
2.92,-5.19,125486,0.00,0.48,-22.13,183.50,-6.93,0.4634920634920635
26.55,-1.12,194846,-14.06,14.83,-37.76,20.41,-3.56,0.69140625
6.80,0.29,13886,0.00,1.41,-51.43,151.85,6.27,0.9714285714285714
94.15,-0.54,160694,1.58,4.09,-1.90,39.91,3.12,0.990114628246924
2.05,-2.38,15002,-0.62,7.21,-21.07,47.48,-2.61,0.5857142857142856
24.40,-1.01,20032,3.53,2.75,-5.06,66.27,-0.28,0.920754716981132
9.70,-3.96,84623,-8.41,34.04,-19.17,40.58,-11.23,0.9623015873015872
0.9039,-1.7607,34609,-0.5800,0.6200,-30.4692,53.1774,19.2111,0.8217272727272726
62.18,-2.36,34506,0.00,3.37,-7.10,175.74,-0.10,1.1732075471698113
31.35,-1.10,365980,1.77,14.70,-6.28,57.30,-0.43,0.9220588235294118
21.54,-0.32,1748473,0.00,9.59,-56.68,22.95,0.20,0.7080867850098619
11.65,-1.69,506069,0.69,7.20,-33.60,21.48,0.55,0.6722446624350837
44.88,-2.82,109203,2.32,16.30,-18.34,8.47,-9.54,0.8160000000000001
3.17,-1.25,50218,0.17,4.94,-26.62,21.46,-7.66,0.7044444444444444
40.05,-0.15,105223,2.56,2.73,-5.03,76.98,2.04,0.9243018693745673
0.4029,3.9474,5660804,0.0000,0.6800,-85.9121,37.7436,-30.2764,0.1343
14.90,-0.67,546143,0.00,17.61,-3.25,112.25,27.27,0.6478260869565218
9.98,0.81,444673,-0.22,9.32,-23.93,55.45,2.05,0.6613651424784626
62.60,0.00,118251,1.08,4.69,-13.83,39.70,-7.00,0.8272763314391437
18.92,-3.57,133642,4.35,3.06,-26.58,32.68,-7.34,0.8600000000000001
14.17,0.64,65265,1.78,1.34,-3.61,52.20,0.19,0.9054313099041533
91.04,-0.05,639928,2.31,0.43,-0.59,75.04,0.24,1.0667916569018046
9.37,-0.74,2809281,1.99,0.00,-2.19,39.43,4.18,1.1357575757575757
83.50,-1.71,757893,0.30,12.94,-11.87,136.08,10.83,0.949619015125668
27.51,-0.97,11191,3.67,1.33,-12.58,17.34,-4.24,0.8874193548387097
31.04,-0.13,387361,3.82,6.89,-4.87,26.13,-1.78,0.9609907120743034
193.34,-0.26,61233,2.88,1.54,-3.76,64.40,5.72,1.058411342858707
13.27,-2.07,235818,0.00,6.93,-35.68,139.96,-5.59,0.7805882352941176
7.70,-0.52,358386,0.00,0.00,-1.53,17.38,2.06,0.7019143117593436
13.77,-1.01,53122,1.48,12.85,-4.64,90.72,2.07,0.9978260869565216
45.33,-0.07,1706120,2.04,6.51,-6.21,96.92,3.85,0.9854347826086957
34.55,-0.58,9435,2.37,6.60,-17.15,37.88,-3.28,0.8858974358974359
0.3249,4.8065,267514,0.0000,0.2600,-87.7857,8.6259,-31.0449,0.18565714285714288
76.70,-0.32,50636,2.18,2.18,-15.15,58.70,-6.05,0.9854811769240653
3.41,1.79,8524,0.00,8.86,-40.18,30.65,2.54,0.42625
10.39,-0.57,47851,1.81,4.58,-12.95,21.35,0.20,0.8226444972288203
11.00,0.36,1436,0.00,1.52,-1.08,41.39,3.36,0.8979591836734694
48.35,0.62,312306,1.86,11.31,-29.90,18.36,0.55,0.8039574326571334
6.45,0.00,19176,5.98,1.77,-2.12,52.48,9.29,0.80625
6.44,4.40,6315,0.00,2.11,-67.72,16.67,-29.78,7.155555555555556
21.68,-0.78,671340,0.00,3.62,-19.70,60.47,3.75,1.275294117647059
23.395,-0.742,823705,3699.000,1.070,-6.420,74.329,1.189,0.9514030093533957
17.11,-2.95,246806,-3.29,5.86,-6.96,193.48,20.29,0.8277697145621673
19.05,-0.78,490238,-8.26,4.88,-3.54,50.47,2.19,1.0364526659412405
38.70,-0.64,102935,2.20,2.26,-13.81,50.12,1.01,0.9205518553758326
10.37,0.00,76489,1.51,0.00,-12.42,18.51,-0.22,0.9217777777777777
4.65,6.90,315376,0.19,3.77,-82.43,40.91,-4.84,0.47938144329896915
45.35,0.22,515527,1.36,35.30,-0.87,92.49,14.29,1.0077777777777779
41.93,-0.80,608584,0.16,8.04,-31.24,38.15,-8.52,0.6422116710062796
19.11,-2.65,329674,1.42,11.20,-49.96,16.10,-15.49,0.5826219512195122
65.10,-0.69,23802,2.45,5.97,-9.52,53.39,2.08,1.0333333333333332
9.90,0.00,1930,0.00,0.89,-11.61,13.14,-2.45,0.4714285714285714
9.70,-3.00,378724,0.00,6.45,-35.44,29.16,-3.27,0.6928571428571428
5.23,-2.79,326664,0.22,8.03,-46.50,31.08,-3.96,0.6973333333333334
8.87,4.35,9277,0.00,6.12,-16.99,25.82,7.21,0.5913333333333333
19.35,-1.28,284975,0.50,0.77,-2.89,32.90,6.15,1.0051948051948052
6.875,-1.079,302653,3.510,5.000,-22.316,35.870,-5.095,0.7724719101123595
6.4299,0.4672,3023,0.0000,1.1800,-6.8130,91.9373,-0.1841,0.64299
1.43,0.00,51363,0.00,0.02,-54.46,232.64,4.36,0.09451421017845339
5.61,1.45,707904,-8.07,5.03,-47.86,7.47,-12.09,0.7601626016260163
6.49,-1.67,4943356,-1.23,4.84,-36.37,34.37,7.87,1.0570032573289903
3.89,-4.89,117986,0.00,4.55,-53.02,34.60,-4.48,0.740952380952381
36.79,1.02,3533,0.00,8.25,-2.41,41.23,4.64,0.9681578947368421
27.05,-1.46,8206,1.17,4.90,-19.69,20.67,-1.87,0.891856247939334
21.60,0.23,150225,12.52,2.63,-9.05,26.65,-1.00,0.9544851966416262
32.74,-0.40,390259,2.65,14.40,-11.01,49.29,-2.28,0.9677800768548627
4.54,-1.30,33461,0.00,0.00,-58.23,57.64,1.35,0.34923076923076923
17.88,-1.87,28470,3.00,5.23,-17.91,35.66,0.76,0.7227162489894907
14.00,-1.75,1939,0.00,1.24,-3.78,59.09,1.61,1.4
118.95,-0.08,32435,1.98,7.33,-2.26,39.53,11.08,0.915
125.21,-0.36,10163,0.00,15.50,-8.74,48.05,2.43,0.9040433212996389
2.29,2.23,663,0.00,3.80,-46.37,110.09,-9.64,0.5725
11.25,-1.75,26221,0.00,8.05,-31.61,32.35,-8.04,0.75
14.62,-5.31,215776,0.74,12.79,-10.74,50.41,-2.30,0.7984707809939924
27.205,0.018,1403192,0.940,2.160,-6.416,21.288,-1.614,0.9602894458171549
5.00,1.01,31892,0.00,0.04,-5.66,141.55,9.07,1.8939393939393938
58.73,1.05,1144184,2.06,3.55,-2.44,77.65,5.70,0.9798131464798131
7.3094,-1.8872,6959,0.0000,9.5000,-44.1604,2.7828,-8.0510,0.584752
1.46,1.39,356283,0.00,0.15,-99.72,2.82,-21.49,0.018295739348370928
27.20,-1.45,16963,3.57,6.87,-14.84,50.92,-3.35,0.9543859649122807
14.875,-0.168,198483,2.440,2.720,-11.458,65.050,-3.731,0.8173076923076923
17.40,-0.85,188146,1.24,5.93,-27.41,40.89,-2.57,0.9666666666666666
26.65,-1.84,114102,1.15,3.11,-20.92,42.21,-1.64,0.8541666666666666
2.85,-1.72,278089,0.00,2.50,-57.40,46.91,1.75,0.3213077790304397
20.70,4.55,842570,1.38,9.41,-46.29,6.70,-21.51,0.8553719008264463
6.76,-1.74,6234580,-25.65,16.69,-20.09,8.51,-5.69,0.888304862023653
1.345,-3.237,61601,0.000,1.270,-54.561,3.462,-12.142,0.4483333333333333
1.98,-1.98,13317,0.00,1.36,-40.90,80.00,-11.58,0.1523076923076923
9.13,0.88,372445,0.00,4.80,-0.65,116.86,17.81,0.748360655737705
1.875,4.167,13666,0.000,1.650,-53.704,7.143,-10.275,0.6625441696113074
2.11,1.93,1126302,-952.33,3.20,-16.60,71.54,6.90,0.7403508771929824
34.185,-0.306,2136442,1.430,2.080,-0.999,32.474,6.866,0.9736542295642268
35.81,1.02,61399,2.92,20.96,-14.74,29.32,-6.06,0.8138636363636365
6.1999,-0.0016,1536,0.0000,1.5400,-57.0010,20.3841,-2.8510,0.38749375
11.65,-0.85,70018,0.00,15.24,-49.57,8.78,0.94,0.36984126984126986
3.04,8.19,388201,0.00,3.33,-31.69,153.33,54.64,0.608
7.77,-4.43,2164243,0.18,8.75,-69.28,29.50,4.73,0.8789592760180995
4.65,2.20,9515,0.00,0.50,-22.50,50.00,5.34,0.6642857142857144
12.80,-0.08,587233,1.34,8.13,-11.72,15.00,-1.68,0.8371484630477437
25.24,0.40,327339,6.34,1.87,-2.36,36.06,3.51,0.9980229339659944
18.51,-0.22,834583,1.11,7.83,-6.04,57.00,-1.58,0.7910256410256411
0.47,-0.44,2699435,-0.09,2.38,-67.34,50.16,-16.38,0.16967509025270758
43.85,-0.45,165625,2.63,33.03,-6.10,58.47,1.68,1.091610654717451
0.885,-0.551,7731,0.000,1.020,-40.604,18.000,-3.061,0.177
22.60,0.67,5830,12.95,4.57,-9.60,44.04,0.64,0.9416666666666668
93.75,-1.00,22968,2.04,6.85,-4.68,75.59,-1.34,1.0455001672800268
1.66,-10.27,21018,0.00,0.35,-68.38,19.42,-36.40,0.27666666666666667
16.41,0.43,298846,0.66,0.63,-7.55,69.52,9.32,0.8957423580786026
21.35,-0.93,45655,3.70,1.20,-4.69,59.08,0.40,0.948888888888889
1.03,0.98,23303,0.00,2.70,-64.48,3.00,-16.54,0.20600000000000002
2.46,-1.60,101632,-0.08,9.31,-59.93,20.00,-0.87,0.5466666666666666
20.53,-0.18,20650,0.00,0.00,-3.62,3.58,1.46,2.1610526315789476
13.91,-0.78,31918,0.00,11.76,-23.78,67.59,13.58,0.46993243243243243
10.99,-1.17,790493,0.54,9.65,-4.77,189.21,12.80,0.9313559322033897
5.06,-1.75,144857,0.93,4.29,-6.47,42.54,1.86,0.8433333333333333
28.22,-2.22,186127,1.39,4.02,-27.53,6.45,-16.96,0.7651843817787418
4.98,2.05,234996,0.00,34.29,-38.29,51.83,10.58,0.2691891891891892
67.15,-0.74,40890,2.33,2.81,-2.72,36.76,2.09,0.9827308649202401
22.95,-2.55,1244866,0.18,6.11,-23.12,70.00,-2.52,0.765
20.19,-0.98,425784,1.49,1.23,-4.90,91.37,4.98,0.9443405051449955
9.95,0.61,3352359,2.79,1.03,-8.63,67.79,2.59,1.0353798126951093
5.24,-4.03,24436,0.00,0.06,-58.18,46.78,2.88,0.24952380952380954
1.10,-0.90,43533,0.00,3.35,-61.94,5.77,-2.88,0.08800000000000001
6.70,0.00,31417,0.00,12.64,-66.08,4.69,-4.70,0.3526315789473684
0.95,-5.94,694434,0.00,0.71,-96.51,3.26,-59.38,0.11176470588235293
8.95,1.70,14208,0.00,0.30,-22.17,154.99,5.77,5.966666666666666
4.465,-3.772,1171955,0.460,10.840,-68.518,2.999,-31.639,0.42523809523809525
3.05,-3.17,14818,0.00,0.62,-45.92,7.02,-8.47,0.61
16.30,-1.93,686159,1.51,6.34,-33.52,2.07,-5.38,0.7962872496336102
7.77,5.57,49943,0.00,1.54,-61.19,27.59,7.19,0.7302631578947367
32.23,9.44,114980,0.00,0.35,-4.17,344.25,29.82,1.0605462323132608
1.58,-2.47,39909,0.00,1.26,-27.42,10.49,-3.36,0.5266666666666667
2.80,-1.75,193542,0.00,2.12,-55.63,5.66,-2.36,0.39999999999999997
19.285,-0.336,1544124,10.030,8.610,-4.198,39.746,1.318,1.0362708221386352
24.00,-0.41,13305,2.05,4.59,-4.00,54.99,3.78,0.9819967266775776
10.00,1.01,27592,1.57,20.39,-6.98,48.37,0.58,0.8130081300813008
3.14,-1.87,8820,0.00,0.83,-27.98,26.05,-11.31,0.785
110.825,-0.113,40596,1.260,5.100,-13.486,67.612,-1.633,0.9785871964679912
121.49,1.14,2243708,0.91,5.50,-9.03,25.79,0.89,0.8618145704759878
2.27,-9.20,84958,0.00,0.00,-86.98,0.89,-53.87,0.37833333333333335
1.30,-1.89,11835,0.00,4.57,-60.96,8.33,-6.69,0.65
21.75,-1.18,823884,-3.41,21.14,-5.25,43.94,10.53,0.9666666666666667
124.78,-0.20,224109,1.61,7.22,-0.26,72.11,7.08,1.0027322404371586
41.38,-1.41,35479,1.66,3.90,-25.14,18.62,3.63,0.8866509535033212
